log_id,log_start,log_end,pull_start,pull_end,boss_id,boss_name
dV3RWaQchfv9zT64,1537322838302,1537333210687,10025296,10372385,2144,Taloc
ArVhTvdPmLf9JHjR,1537409044919,1537419704897,4833701,5154782,2141,MOTHER
ybXw42Q1JWgKmaY3,1538540786600,1538541597090,118538,673514,2136,Zek'voz
T3z8bj7yJxXwKDGL,1539747081251,1539752036015,4144717,4627003,2134,Vectis
agwcpfjKbLTHrd1W,1540519454008,1540522293684,2255383,2558126,2128,Fetid Devourer
d3P97v4DpLHmyZkW,1541652083237,1541656408391,289315,487612,2145,Zul
1rnktHXvcTWD2JzL,1542337560501,1542344234987,5894191,6441618,2135,Mythrax
vTWVFQfwcHztbnKL,1545274330720,1545284786279,9218214,9740142,2122,G'huun
