log_id,player,NPC,damage_done
2cVBtJTgC1KLn7Am,Petrol,True,283604900
2cVBtJTgC1KLn7Am,Psychodruid,True,4160194
2cVBtJTgC1KLn7Am,Illestra,True,15372712
2cVBtJTgC1KLn7Am,Velryssa,True,32123816
2cVBtJTgC1KLn7Am,Kamer,True,2435489
2cVBtJTgC1KLn7Am,Shadowbaine,True,156288521
2cVBtJTgC1KLn7Am,Metonymy,True,213146036
2cVBtJTgC1KLn7Am,Divanance,True,8381121
2cVBtJTgC1KLn7Am,Uuglei,True,74278714
2cVBtJTgC1KLn7Am,Acturus,True,0
2cVBtJTgC1KLn7Am,Tawñ,True,200504077
2cVBtJTgC1KLn7Am,Radiantldeal,True,259690935
2cVBtJTgC1KLn7Am,Cagliostro,True,42334518
2cVBtJTgC1KLn7Am,Eleint,True,230995069
2cVBtJTgC1KLn7Am,Vaelyra,True,62802370
2cVBtJTgC1KLn7Am,Ayriea,True,89895820
2cVBtJTgC1KLn7Am,Velsummers,True,239120389
2cVBtJTgC1KLn7Am,Shallowfall,True,10031614
2cVBtJTgC1KLn7Am,Brian,True,175760273
2cVBtJTgC1KLn7Am,Shaami,True,0
2cVBtJTgC1KLn7Am,Mythrose,True,12229250
8QYh3aAXpgPLjydJ,Acturus,True,0
8QYh3aAXpgPLjydJ,Uuglei,True,301904212
8QYh3aAXpgPLjydJ,Divanance,True,8229762
8QYh3aAXpgPLjydJ,Tawñ,True,445855071
8QYh3aAXpgPLjydJ,Ayriea,True,142485692
8QYh3aAXpgPLjydJ,Velsummers,True,412530715
8QYh3aAXpgPLjydJ,Petrol,True,440529059
8QYh3aAXpgPLjydJ,Psychodruid,True,461791517
8QYh3aAXpgPLjydJ,Mythrose,True,18814545
8QYh3aAXpgPLjydJ,Cagliostro,True,109902442
8QYh3aAXpgPLjydJ,Metonymy,True,445326662
8QYh3aAXpgPLjydJ,Kamer,True,146765769
8QYh3aAXpgPLjydJ,Radiantldeal,True,3783303
8QYh3aAXpgPLjydJ,Shadowbaine,True,415253140
8QYh3aAXpgPLjydJ,Shaami,True,0
8QYh3aAXpgPLjydJ,Vaelyra,True,121532750
8QYh3aAXpgPLjydJ,Eleint,True,577555655
8QYh3aAXpgPLjydJ,Illestra,True,16175785
8QYh3aAXpgPLjydJ,Shallowfall,True,16884761
8QYh3aAXpgPLjydJ,Earrl,True,18427945
8QYh3aAXpgPLjydJ,Brian,True,328207681
Bqr8ZpYX6AV2cynW,Shaami,True,0
Bqr8ZpYX6AV2cynW,Tawñ,True,781936854
Bqr8ZpYX6AV2cynW,Illestra,True,15955907
Bqr8ZpYX6AV2cynW,Earrl,True,27814184
Bqr8ZpYX6AV2cynW,Cagliostro,True,110344327
Bqr8ZpYX6AV2cynW,Ayriea,True,255858481
Bqr8ZpYX6AV2cynW,Divanance,True,45105935
Bqr8ZpYX6AV2cynW,Psychodruid,True,189130126
Bqr8ZpYX6AV2cynW,Brian,True,600635792
Bqr8ZpYX6AV2cynW,Vaelyra,True,186197859
Bqr8ZpYX6AV2cynW,Shadowbaine,True,556736311
Bqr8ZpYX6AV2cynW,Petrol,True,738051971
Bqr8ZpYX6AV2cynW,Velryssa,True,171499956
Bqr8ZpYX6AV2cynW,Mythrose,True,27230006
Bqr8ZpYX6AV2cynW,Velsummers,True,546731467
Bqr8ZpYX6AV2cynW,Uuglei,True,232620819
Bqr8ZpYX6AV2cynW,Eleint,True,721207499
Bqr8ZpYX6AV2cynW,Radiantldeal,True,707977112
Bqr8ZpYX6AV2cynW,Acturus,True,1461500
Bqr8ZpYX6AV2cynW,Metonymy,True,873155193
C8VnGm3qW9Ldzwvg,Cagliostro,True,58330840
C8VnGm3qW9Ldzwvg,Tawñ,True,211580386
C8VnGm3qW9Ldzwvg,Acturus,True,1276115
C8VnGm3qW9Ldzwvg,Brian,True,108317486
C8VnGm3qW9Ldzwvg,Demonhoney,True,36656908
C8VnGm3qW9Ldzwvg,Stradivarus,True,227484408
C8VnGm3qW9Ldzwvg,Metonymy,True,278860308
C8VnGm3qW9Ldzwvg,Divanance,True,5710418
C8VnGm3qW9Ldzwvg,Ayriea,True,94698420
C8VnGm3qW9Ldzwvg,Shallowfall,True,10857851
C8VnGm3qW9Ldzwvg,Shaami,True,0
C8VnGm3qW9Ldzwvg,Earrl,True,13994474
C8VnGm3qW9Ldzwvg,Eleint,True,130449571
C8VnGm3qW9Ldzwvg,Psychodruid,True,199486642
C8VnGm3qW9Ldzwvg,Illestra,True,26075715
C8VnGm3qW9Ldzwvg,Vaelyra,True,60794456
C8VnGm3qW9Ldzwvg,Mythrose,True,8975569
C8VnGm3qW9Ldzwvg,Petrol,True,259086825
C8VnGm3qW9Ldzwvg,Shadowbaine,True,121519909
C8VnGm3qW9Ldzwvg,Radiantldeal,True,169330377
Cf129KrpDWPXT7xz,Mythrose,True,39548591
Cf129KrpDWPXT7xz,Psychodruid,True,326476838
Cf129KrpDWPXT7xz,Ayriea,True,553688043
Cf129KrpDWPXT7xz,Katanescence,True,17127390
Cf129KrpDWPXT7xz,Petrol,True,1313699744
Cf129KrpDWPXT7xz,Kamer,True,555321040
Cf129KrpDWPXT7xz,Metonymy,True,1008667146
Cf129KrpDWPXT7xz,Acturus,True,3794797
Cf129KrpDWPXT7xz,Shallowfall,True,104946380
Cf129KrpDWPXT7xz,Velryssa,True,1215283825
Cf129KrpDWPXT7xz,Earrl,True,77384742
Cf129KrpDWPXT7xz,Uuglei,True,404459195
Cf129KrpDWPXT7xz,Velsummers,True,991031084
Cf129KrpDWPXT7xz,Shadowbaine,True,1193278626
Cf129KrpDWPXT7xz,Illestra,True,0
Cf129KrpDWPXT7xz,Vaelyra,True,518820514
Cf129KrpDWPXT7xz,Radiantldeal,True,1326209462
Cf129KrpDWPXT7xz,Tawñ,True,1132154475
Cf129KrpDWPXT7xz,Divanance,True,10484073
Cf129KrpDWPXT7xz,Brian,True,814147521
Cf129KrpDWPXT7xz,Cagliostro,True,721884022
cNbjQKh89RxWVPDp,Psychodruid,True,304845454
cNbjQKh89RxWVPDp,Petrol,True,420911208
cNbjQKh89RxWVPDp,Earrl,True,40179861
cNbjQKh89RxWVPDp,Divanance,True,14578513
cNbjQKh89RxWVPDp,Shallowfall,True,29735193
cNbjQKh89RxWVPDp,Velryssa,True,18384559
cNbjQKh89RxWVPDp,Mythrose,True,20274251
cNbjQKh89RxWVPDp,Ayriea,True,121921902
cNbjQKh89RxWVPDp,Stradivarus,True,224752146
cNbjQKh89RxWVPDp,Shaami,True,6267769
cNbjQKh89RxWVPDp,Vaelyra,True,110589139
cNbjQKh89RxWVPDp,Metonymy,True,485445847
cNbjQKh89RxWVPDp,Radiantldeal,True,418894098
cNbjQKh89RxWVPDp,Eleint,True,342671704
cNbjQKh89RxWVPDp,Tinytiki,True,0
cNbjQKh89RxWVPDp,Acturus,True,2744851
cNbjQKh89RxWVPDp,Cagliostro,True,43223305
cNbjQKh89RxWVPDp,Brian,True,270173135
cNbjQKh89RxWVPDp,Shadowbaine,True,233620192
cNbjQKh89RxWVPDp,Illestra,True,38568472
cNbjQKh89RxWVPDp,Tawñ,True,374242504
cR4g7wGY2z9VWbxH,Petrol,True,1039874442
cR4g7wGY2z9VWbxH,Earrl,True,56772429
cR4g7wGY2z9VWbxH,Radiantldeal,True,1304121610
cR4g7wGY2z9VWbxH,Shaami,True,3024170
cR4g7wGY2z9VWbxH,Vaelyra,True,282611162
cR4g7wGY2z9VWbxH,Metonymy,True,1066506867
cR4g7wGY2z9VWbxH,Velryssa,True,928368647
cR4g7wGY2z9VWbxH,Illestra,True,0
cR4g7wGY2z9VWbxH,Acturus,True,10761384
cR4g7wGY2z9VWbxH,Uuglei,True,590507059
cR4g7wGY2z9VWbxH,Cagliostro,True,420250251
cR4g7wGY2z9VWbxH,Divanance,True,22490310
cR4g7wGY2z9VWbxH,Tawñ,True,1108675267
cR4g7wGY2z9VWbxH,Stradivarus,True,1524421481
cR4g7wGY2z9VWbxH,Psychodruid,True,276381583
cR4g7wGY2z9VWbxH,Shadowbaine,True,1098752943
cR4g7wGY2z9VWbxH,Mythrose,True,25587367
cR4g7wGY2z9VWbxH,Ayriea,True,439381623
cR4g7wGY2z9VWbxH,Brian,True,824741146
cR4g7wGY2z9VWbxH,Velsummers,True,974206919
nRG1BJmD6fhC2vNq,Shaami,True,73047
nRG1BJmD6fhC2vNq,Mythrose,True,45603258
nRG1BJmD6fhC2vNq,Illestra,True,6775236
nRG1BJmD6fhC2vNq,Ayriea,True,413486235
nRG1BJmD6fhC2vNq,Earrl,True,61643201
nRG1BJmD6fhC2vNq,Petrol,True,1039794494
nRG1BJmD6fhC2vNq,Vaelyra,True,320247776
nRG1BJmD6fhC2vNq,Velsummers,True,754005495
nRG1BJmD6fhC2vNq,Psychodruid,True,178194130
nRG1BJmD6fhC2vNq,Tawñ,True,947084778
nRG1BJmD6fhC2vNq,Metonymy,True,1072399453
nRG1BJmD6fhC2vNq,Uuglei,True,162316201
nRG1BJmD6fhC2vNq,Radiantldeal,True,1007570228
nRG1BJmD6fhC2vNq,Shadowbaine,True,670728923
nRG1BJmD6fhC2vNq,Brian,True,682431473
nRG1BJmD6fhC2vNq,Velryssa,True,561604548
nRG1BJmD6fhC2vNq,Divanance,True,18110431
nRG1BJmD6fhC2vNq,Acturus,True,2645468
nRG1BJmD6fhC2vNq,Eleint,True,672601332
nRG1BJmD6fhC2vNq,Cagliostro,True,373434472
qRpvXcKG6NAaDCJ4,Psychodruid,True,102680865
qRpvXcKG6NAaDCJ4,Petrol,True,630190430
qRpvXcKG6NAaDCJ4,Eleint,True,657826699
qRpvXcKG6NAaDCJ4,Vaelyra,True,284758467
qRpvXcKG6NAaDCJ4,Earrl,True,23674315
qRpvXcKG6NAaDCJ4,Velsummers,True,333595413
qRpvXcKG6NAaDCJ4,Shadowbaine,True,311220455
qRpvXcKG6NAaDCJ4,Shaami,True,80066
qRpvXcKG6NAaDCJ4,Ayriea,True,184874940
qRpvXcKG6NAaDCJ4,Velryssa,True,245584093
qRpvXcKG6NAaDCJ4,Cagliostro,True,250080788
qRpvXcKG6NAaDCJ4,Tawñ,True,545657815
qRpvXcKG6NAaDCJ4,Tinytiki,True,217914768
qRpvXcKG6NAaDCJ4,Radiantldeal,True,3830532
qRpvXcKG6NAaDCJ4,Illestra,True,4443911
qRpvXcKG6NAaDCJ4,Divanance,True,5054768
qRpvXcKG6NAaDCJ4,Daffy,True,91685749
qRpvXcKG6NAaDCJ4,Uuglei,True,165416051
qRpvXcKG6NAaDCJ4,Acturus,True,4686751
qRpvXcKG6NAaDCJ4,Metonymy,True,583544685
qRpvXcKG6NAaDCJ4,Brian,True,383049086
rHCXbP8aVj72DQAY,Illestra,True,19569274
rHCXbP8aVj72DQAY,Shallowfall,True,48465166
rHCXbP8aVj72DQAY,Petrol,True,428749987
rHCXbP8aVj72DQAY,Brian,True,220508427
rHCXbP8aVj72DQAY,Shadowbaine,True,309712070
rHCXbP8aVj72DQAY,Stradivarus,True,582788168
rHCXbP8aVj72DQAY,Vaelyra,True,143000554
rHCXbP8aVj72DQAY,Tawñ,True,394907648
rHCXbP8aVj72DQAY,Eleint,True,322259198
rHCXbP8aVj72DQAY,Kamer,True,95855131
rHCXbP8aVj72DQAY,Divanance,True,14309219
rHCXbP8aVj72DQAY,Ayriea,True,153838243
rHCXbP8aVj72DQAY,Radiantldeal,True,426416436
rHCXbP8aVj72DQAY,Shaami,True,112536
rHCXbP8aVj72DQAY,Mythrose,True,21586009
rHCXbP8aVj72DQAY,Earrl,True,40232840
rHCXbP8aVj72DQAY,Acturus,True,5853550
rHCXbP8aVj72DQAY,Velsummers,True,276399520
rHCXbP8aVj72DQAY,Metonymy,True,525947843
rHCXbP8aVj72DQAY,Velryssa,True,127749285
tnmFjCNGXJgVZYTz,Kamer,True,197332669
tnmFjCNGXJgVZYTz,Vaelyra,True,208651048
tnmFjCNGXJgVZYTz,Brian,True,348314705
tnmFjCNGXJgVZYTz,Petrol,True,483280153
tnmFjCNGXJgVZYTz,Metonymy,True,514373357
tnmFjCNGXJgVZYTz,Cagliostro,True,289947989
tnmFjCNGXJgVZYTz,Tawñ,True,416474382
tnmFjCNGXJgVZYTz,Acturus,True,3087737
tnmFjCNGXJgVZYTz,Earrl,True,20281308
tnmFjCNGXJgVZYTz,Divanance,True,6353421
tnmFjCNGXJgVZYTz,Mythrose,True,5954986
tnmFjCNGXJgVZYTz,Velryssa,True,195655531
tnmFjCNGXJgVZYTz,Tinytiki,True,17650432
tnmFjCNGXJgVZYTz,Shadowbaine,True,458339221
tnmFjCNGXJgVZYTz,Illestra,True,0
tnmFjCNGXJgVZYTz,Uuglei,True,213560751
tnmFjCNGXJgVZYTz,Shallowfall,True,40796442
tnmFjCNGXJgVZYTz,Ayriea,True,232504228
tnmFjCNGXJgVZYTz,Katanescence,True,4835691
tnmFjCNGXJgVZYTz,Velsummers,True,505709271
tnmFjCNGXJgVZYTz,Psychodruid,True,409715947
Tvrh8BgQL6y2qPza,Divanance,True,4272632
Tvrh8BgQL6y2qPza,Ayriea,True,254237666
Tvrh8BgQL6y2qPza,Petrol,True,635740967
Tvrh8BgQL6y2qPza,Uuglei,True,113524927
Tvrh8BgQL6y2qPza,Earrl,True,53746074
Tvrh8BgQL6y2qPza,Mythrose,True,22022664
Tvrh8BgQL6y2qPza,Tawñ,True,675510270
Tvrh8BgQL6y2qPza,Metonymy,True,832476565
Tvrh8BgQL6y2qPza,Acturus,True,4697383
Tvrh8BgQL6y2qPza,Psychodruid,True,141756426
Tvrh8BgQL6y2qPza,Brian,True,403819899
Tvrh8BgQL6y2qPza,Shadowbaine,True,575027739
Tvrh8BgQL6y2qPza,Eleint,True,495185194
Tvrh8BgQL6y2qPza,Velryssa,True,203294079
Tvrh8BgQL6y2qPza,Tinytiki,True,56642189
Tvrh8BgQL6y2qPza,Shaami,True,71925
Tvrh8BgQL6y2qPza,Illestra,True,3800646
Tvrh8BgQL6y2qPza,Radiantldeal,True,705279345
Tvrh8BgQL6y2qPza,Vaelyra,True,183916158
Tvrh8BgQL6y2qPza,Velsummers,True,526028919
Tvrh8BgQL6y2qPza,Cagliostro,True,108829703
VhmB61LqvrRQPFwJ,Velsummers,True,847946988
VhmB61LqvrRQPFwJ,Stradivarus,True,1122031971
VhmB61LqvrRQPFwJ,Earrl,True,37593280
VhmB61LqvrRQPFwJ,Divanance,True,9062416
VhmB61LqvrRQPFwJ,Acturus,True,7817394
VhmB61LqvrRQPFwJ,Uuglei,True,593702595
VhmB61LqvrRQPFwJ,Tawñ,True,1120672228
VhmB61LqvrRQPFwJ,Shaami,True,0
VhmB61LqvrRQPFwJ,Radiantldeal,True,1130109705
VhmB61LqvrRQPFwJ,Brian,True,776436405
VhmB61LqvrRQPFwJ,Vaelyra,True,391097484
VhmB61LqvrRQPFwJ,Mythrose,True,20552941
VhmB61LqvrRQPFwJ,Velryssa,True,815939984
VhmB61LqvrRQPFwJ,Shadowbaine,True,1038824754
VhmB61LqvrRQPFwJ,Illestra,True,6631550
VhmB61LqvrRQPFwJ,Ayriea,True,455341669
VhmB61LqvrRQPFwJ,Metonymy,True,743006837
VhmB61LqvrRQPFwJ,Petrol,True,1258143898
VhmB61LqvrRQPFwJ,Psychodruid,True,307886246
VhmB61LqvrRQPFwJ,Cagliostro,True,473027475
