player,count,fight_count,primary_role,av_count
Radiantldeal,1494,153,healer,9.764705882352942
Mythrose,1282,144,healer,8.902777777777779
Illestra,982,159,healer,6.176100628930818
Zephyyra,555,105,healer,5.285714285714286
Acturus,601,148,healer,4.0608108108108105
Au,92,87,damage,1.0574712643678161
