log_id,player,NPC,damage_done
6JMd2cmzFk8Qa1gj,Petrol,True,4618966
6JMd2cmzFk8Qa1gj,Stradlock,True,6591115
6JMd2cmzFk8Qa1gj,Toy,True,5544719
6JMd2cmzFk8Qa1gj,Katanescence,True,30875
6JMd2cmzFk8Qa1gj,Vaelyra,True,6062353
6JMd2cmzFk8Qa1gj,Velryssa,True,4041983
6JMd2cmzFk8Qa1gj,Sumi,True,2827445
6JMd2cmzFk8Qa1gj,Kopyelock,True,7314039
6JMd2cmzFk8Qa1gj,Jampers,True,338423
6JMd2cmzFk8Qa1gj,Draigo,True,88569
6JMd2cmzFk8Qa1gj,Ayriea,True,2945896
6JMd2cmzFk8Qa1gj,Kiwisoda,True,2028527
6JMd2cmzFk8Qa1gj,Vampyric,True,6171919
6JMd2cmzFk8Qa1gj,Liavre,True,5491649
6JMd2cmzFk8Qa1gj,Illestra,True,0
6JMd2cmzFk8Qa1gj,Shadowbaine,True,3821994
6JMd2cmzFk8Qa1gj,Acturus,True,746472
6JMd2cmzFk8Qa1gj,Metonymy,True,5203235
6JMd2cmzFk8Qa1gj,Tawn,True,5439643
6JMd2cmzFk8Qa1gj,Earrl,True,0
agwcpfjKbLTHrd1W,Earrl,True,5315
agwcpfjKbLTHrd1W,Acturus,True,436978
agwcpfjKbLTHrd1W,Ayriea,True,2989995
agwcpfjKbLTHrd1W,Kopyelock,True,7096527
agwcpfjKbLTHrd1W,Vampyric,True,6583620
agwcpfjKbLTHrd1W,Tawn,True,6474026
agwcpfjKbLTHrd1W,Brian,True,5230559
agwcpfjKbLTHrd1W,Petrol,True,6128812
agwcpfjKbLTHrd1W,Jampers,True,523051
agwcpfjKbLTHrd1W,Metonymy,True,4758357
agwcpfjKbLTHrd1W,Draigo,True,148013
agwcpfjKbLTHrd1W,Psychodruid,True,6484591
agwcpfjKbLTHrd1W,Shadowbaine,True,3646903
agwcpfjKbLTHrd1W,Stradlock,True,6448782
agwcpfjKbLTHrd1W,Katanescence,True,16273
agwcpfjKbLTHrd1W,Mythrose,True,64980
agwcpfjKbLTHrd1W,Toy,True,7642555
agwcpfjKbLTHrd1W,Sumi,True,3094726
agwcpfjKbLTHrd1W,Vaelyra,True,6814024
agwcpfjKbLTHrd1W,Grombrindal,True,5036897
ArqaVzbYtW7BG2Cx,Tawn,True,10224851
ArqaVzbYtW7BG2Cx,Petrol,True,10158199
ArqaVzbYtW7BG2Cx,Metonymy,True,9509802
ArqaVzbYtW7BG2Cx,Shadowbaine,True,5788852
ArqaVzbYtW7BG2Cx,Velryssa,True,7706541
ArqaVzbYtW7BG2Cx,Earrl,True,49320
ArqaVzbYtW7BG2Cx,Ayriea,True,5291864
ArqaVzbYtW7BG2Cx,Stradlock,True,13762110
ArqaVzbYtW7BG2Cx,Toy,True,11039055
ArqaVzbYtW7BG2Cx,Sumi,True,4834101
ArqaVzbYtW7BG2Cx,Acturus,True,1263197
ArqaVzbYtW7BG2Cx,Kopyelock,True,13484019
ArqaVzbYtW7BG2Cx,Liavre,True,10434308
ArqaVzbYtW7BG2Cx,Kiwisoda,True,3387769
ArqaVzbYtW7BG2Cx,Katanescence,True,38941
ArqaVzbYtW7BG2Cx,Draigo,True,519068
ArqaVzbYtW7BG2Cx,Vampyric,True,10776834
ArqaVzbYtW7BG2Cx,Jampers,True,850539
ArqaVzbYtW7BG2Cx,Illestra,True,341429
ArqaVzbYtW7BG2Cx,Vaelyra,True,9555902
GdR1r6pVwA9TWXbJ,Uuglei,True,1330586
GdR1r6pVwA9TWXbJ,Mythrose,True,115625
GdR1r6pVwA9TWXbJ,Metonymy,True,2034415
GdR1r6pVwA9TWXbJ,Earrl,True,0
GdR1r6pVwA9TWXbJ,Stradlock,True,3000831
GdR1r6pVwA9TWXbJ,Petrol,True,2605953
GdR1r6pVwA9TWXbJ,Psychodruid,True,3058378
GdR1r6pVwA9TWXbJ,Vaelyra,True,2441444
GdR1r6pVwA9TWXbJ,Velryssa,True,1673216
GdR1r6pVwA9TWXbJ,Katanescence,True,0
GdR1r6pVwA9TWXbJ,Shadowbaine,True,1451175
GdR1r6pVwA9TWXbJ,Draigo,True,96097
GdR1r6pVwA9TWXbJ,Kopyelock,True,2967914
GdR1r6pVwA9TWXbJ,Liavre,True,2494573
GdR1r6pVwA9TWXbJ,Vampyric,True,2182782
GdR1r6pVwA9TWXbJ,Illestra,True,0
GdR1r6pVwA9TWXbJ,Ayriea,True,962173
GdR1r6pVwA9TWXbJ,Brian,True,2582516
GdR1r6pVwA9TWXbJ,Sumi,True,1233398
GdR1r6pVwA9TWXbJ,Acturus,True,288579
nqKDNkYjg9hzTwL6,Brian,True,2846813
nqKDNkYjg9hzTwL6,Psychodruid,True,3227573
nqKDNkYjg9hzTwL6,Shadowbaine,True,1683554
nqKDNkYjg9hzTwL6,Vampyric,True,3076308
nqKDNkYjg9hzTwL6,Petrol,True,3041681
nqKDNkYjg9hzTwL6,Toy,True,3496735
nqKDNkYjg9hzTwL6,Kopyelock,True,3894632
nqKDNkYjg9hzTwL6,Draigo,True,65435
nqKDNkYjg9hzTwL6,Tawn,True,3226495
nqKDNkYjg9hzTwL6,Vaelyra,True,3038940
nqKDNkYjg9hzTwL6,Sumi,True,1221136
nqKDNkYjg9hzTwL6,Earrl,True,0
nqKDNkYjg9hzTwL6,Acturus,True,607922
nqKDNkYjg9hzTwL6,Grombrindal,True,2231359
nqKDNkYjg9hzTwL6,Metonymy,True,2439365
nqKDNkYjg9hzTwL6,Jampers,True,0
nqKDNkYjg9hzTwL6,Stradlock,True,4583627
nqKDNkYjg9hzTwL6,Ayriea,True,1410510
nqKDNkYjg9hzTwL6,Mythrose,True,31714
VJQh2mdxkYypc196,Vampyric,True,19281267
VJQh2mdxkYypc196,Grombrindal,True,18008646
VJQh2mdxkYypc196,Jampers,True,467062
VJQh2mdxkYypc196,Kopyelock,True,25835625
VJQh2mdxkYypc196,Earrl,True,100832
VJQh2mdxkYypc196,Metonymy,True,16545398
VJQh2mdxkYypc196,Katanescence,True,57946
VJQh2mdxkYypc196,Brian,True,21490619
VJQh2mdxkYypc196,Stradlock,True,26840564
VJQh2mdxkYypc196,Toy,True,22253611
VJQh2mdxkYypc196,Sumi,True,9486528
VJQh2mdxkYypc196,Mythrose,True,287652
VJQh2mdxkYypc196,Acturus,True,3043015
VJQh2mdxkYypc196,Vaelyra,True,23711326
VJQh2mdxkYypc196,Draigo,True,337102
VJQh2mdxkYypc196,Petrol,True,20013379
VJQh2mdxkYypc196,Tawn,True,23461184
VJQh2mdxkYypc196,Shadowbaine,True,14596940
VJQh2mdxkYypc196,Ayriea,True,9534846
VJQh2mdxkYypc196,Psychodruid,True,21440909
WLBzQp3jVR2q4trJ,Petrol,True,11006070
WLBzQp3jVR2q4trJ,Katanescence,True,143605
WLBzQp3jVR2q4trJ,Sumi,True,6191483
WLBzQp3jVR2q4trJ,Liavre,True,13142661
WLBzQp3jVR2q4trJ,Shadowbaine,True,7546384
WLBzQp3jVR2q4trJ,Cagliostro,True,11224966
WLBzQp3jVR2q4trJ,Toy,True,15600136
WLBzQp3jVR2q4trJ,Brian,True,11422415
WLBzQp3jVR2q4trJ,Draigo,True,118791
WLBzQp3jVR2q4trJ,Psychodruid,True,14448458
WLBzQp3jVR2q4trJ,Vampyric,True,12532288
WLBzQp3jVR2q4trJ,Ayriea,True,7104437
WLBzQp3jVR2q4trJ,Stradlock,True,19146819
WLBzQp3jVR2q4trJ,Acturus,True,2275843
WLBzQp3jVR2q4trJ,Mythrose,True,409018
WLBzQp3jVR2q4trJ,Vaelyra,True,13792357
WLBzQp3jVR2q4trJ,Tawn,True,14173668
WLBzQp3jVR2q4trJ,Earrl,True,10669
WLBzQp3jVR2q4trJ,Metonymy,True,10969542
WLBzQp3jVR2q4trJ,Illestra,True,0
WLBzQp3jVR2q4trJ,Jampers,True,794813
