log_id,spell_id,player,count
9t1JjYfvbZkyWCGP,2139,Metonymy,37
9t1JjYfvbZkyWCGP,2139,Petrol,29
9t1JjYfvbZkyWCGP,2139,Tawn,11
ac1rQnYvZWRjypVD,2139,Tawn,29
ac1rQnYvZWRjypVD,2139,Metonymy,35
ac1rQnYvZWRjypVD,2139,Petrol,36
GbryNmfD98zcH6Jn,2139,Metonymy,22
GbryNmfD98zcH6Jn,2139,Petrol,14
Hg83cdfhJaLyp6rG,2139,Tawn,15
Hg83cdfhJaLyp6rG,2139,Metonymy,32
Hg83cdfhJaLyp6rG,2139,Petrol,23
JgqKCkP7p3nAd1Ha,2139,Metonymy,25
JgqKCkP7p3nAd1Ha,2139,Petrol,16
k3LJpfYV1Nv2t8zq,2139,Tawn,15
k3LJpfYV1Nv2t8zq,2139,Metonymy,27
k3LJpfYV1Nv2t8zq,2139,Petrol,23
mPaDJCdt4rWQkA7V,2139,Metonymy,28
mPaDJCdt4rWQkA7V,2139,Petrol,18
mPaDJCdt4rWQkA7V,2139,Tawn,13
PYArFRQJ9MCT6jXy,2139,Petrol,17
PYArFRQJ9MCT6jXy,2139,Tawn,13
PYArFRQJ9MCT6jXy,2139,Metonymy,23
rMPLdKwCcH78Yz9q,2139,Tawn,28
rMPLdKwCcH78Yz9q,2139,Metonymy,36
rMPLdKwCcH78Yz9q,2139,Petrol,31
rTPDJGpVXFZwNkA7,2139,Tawn,17
rTPDJGpVXFZwNkA7,2139,Petrol,23
rTPDJGpVXFZwNkA7,2139,Metonymy,27
vTWVFQfwcHztbnKL,2139,Petrol,10
vTWVFQfwcHztbnKL,2139,Metonymy,17
vTWVFQfwcHztbnKL,2139,Tawn,6
9t1JjYfvbZkyWCGP,78675,Psychodruid,12
ac1rQnYvZWRjypVD,78675,Psychodruid,14
GbryNmfD98zcH6Jn,78675,Psychodruid,14
Hg83cdfhJaLyp6rG,78675,Psychodruid,14
JgqKCkP7p3nAd1Ha,78675,Psychodruid,11
k3LJpfYV1Nv2t8zq,78675,Psychodruid,14
mPaDJCdt4rWQkA7V,78675,Psychodruid,12
PYArFRQJ9MCT6jXy,78675,Psychodruid,13
rMPLdKwCcH78Yz9q,78675,Psychodruid,14
rTPDJGpVXFZwNkA7,78675,Psychodruid,10
vTWVFQfwcHztbnKL,78675,Psychodruid,11
9t1JjYfvbZkyWCGP,106839,Earrl,34
ac1rQnYvZWRjypVD,106839,Earrl,52
GbryNmfD98zcH6Jn,106839,Earrl,32
Hg83cdfhJaLyp6rG,106839,Earrl,48
JgqKCkP7p3nAd1Ha,106839,Earrl,38
k3LJpfYV1Nv2t8zq,106839,Earrl,45
mPaDJCdt4rWQkA7V,106839,Earrl,36
PYArFRQJ9MCT6jXy,106839,Earrl,29
rMPLdKwCcH78Yz9q,106839,Earrl,37
rTPDJGpVXFZwNkA7,106839,Earrl,33
vTWVFQfwcHztbnKL,106839,Earrl,21
9t1JjYfvbZkyWCGP,6552,Velryssa,12
9t1JjYfvbZkyWCGP,6552,Grombrindal,67
ac1rQnYvZWRjypVD,6552,Grombrindal,46
ac1rQnYvZWRjypVD,6552,Velryssa,38
GbryNmfD98zcH6Jn,6552,Velryssa,13
GbryNmfD98zcH6Jn,6552,Grombrindal,32
Hg83cdfhJaLyp6rG,6552,Velryssa,24
Hg83cdfhJaLyp6rG,6552,Grombrindal,46
JgqKCkP7p3nAd1Ha,6552,Grombrindal,28
JgqKCkP7p3nAd1Ha,6552,Velryssa,23
k3LJpfYV1Nv2t8zq,6552,Velryssa,12
k3LJpfYV1Nv2t8zq,6552,Grombrindal,46
mPaDJCdt4rWQkA7V,6552,Grombrindal,35
mPaDJCdt4rWQkA7V,6552,Velryssa,15
PYArFRQJ9MCT6jXy,6552,Grombrindal,33
